Tournament,Stage,Match Type,Map,Team,Agent,Total Wins By Map,Total Loss By Map,Total Maps Played
Valorant Champions 2024,Playoffs,Lower Round 2,Bind,FNATIC,astra,1,0,1
Valorant Champions 2024,Playoffs,Lower Round 2,Lotus,Sentinels,raze,1,0,1
Valorant Champions 2024,Playoffs,Lower Round 2,Lotus,Sentinels,viper,1,0,1
Valorant Champions 2024,Playoffs,Lower Round 2,Lotus,Sentinels,omen,1,0,1
Valorant Champions 2024,Playoffs,Lower Round 2,Lotus,Sentinels,fade,1,0,1
Valorant Champions 2024,Playoffs,Lower Round 2,Lotus,Sentinels,killjoy,1,0,1
Valorant Champions 2024,Playoffs,Lower Round 2,Lotus,FNATIC,raze,0,1,1
Valorant Champions 2024,Playoffs,Lower Round 2,Lotus,FNATIC,viper,0,1,1
Valorant Champions 2024,Playoffs,Lower Round 2,Lotus,FNATIC,omen,0,1,1
Valorant Champions 2024,Playoffs,Lower Round 2,Lotus,FNATIC,fade,0,1,1
Valorant Champions 2024,Playoffs,Lower Round 2,Lotus,FNATIC,killjoy,0,1,1
Valorant Champions 2024,Playoffs,Lower Round 3,Haven,Team Heretics,omen,0,1,1
Valorant Champions 2024,Playoffs,Lower Round 3,Haven,Team Heretics,gekko,0,1,1
Valorant Champions 2024,Playoffs,Lower Round 3,Haven,Team Heretics,killjoy,0,1,1
Valorant Champions 2024,Playoffs,Lower Round 3,Haven,Team Heretics,sage,0,1,1
Valorant Champions 2024,Playoffs,Lower Round 3,Haven,Team Heretics,raze,0,1,1
Valorant Champions 2024,Playoffs,Lower Round 3,Haven,Sentinels,sova,1,0,1
Valorant Champions 2024,Playoffs,Lower Round 3,Haven,Sentinels,cypher,1,0,1
Valorant Champions 2024,Playoffs,Lower Round 3,Haven,Sentinels,omen,1,0,1
Valorant Champions 2024,Playoffs,Lower Round 3,Haven,Sentinels,neon,1,0,1
Valorant Champions 2024,Playoffs,Lower Round 3,Haven,Sentinels,breach,1,0,1
Valorant Champions 2024,Playoffs,Lower Round 3,Icebox,Team Heretics,sova,1,0,1
Valorant Champions 2024,Playoffs,Lower Round 3,Icebox,Team Heretics,gekko,1,0,1
Valorant Champions 2024,Playoffs,Lower Round 3,Icebox,Team Heretics,killjoy,1,0,1
Valorant Champions 2024,Playoffs,Lower Round 3,Icebox,Team Heretics,viper,1,0,1
Valorant Champions 2024,Playoffs,Lower Round 3,Icebox,Team Heretics,neon,1,0,1
Valorant Champions 2024,Playoffs,Lower Round 3,Icebox,Sentinels,sova,0,1,1
Valorant Champions 2024,Playoffs,Lower Round 3,Icebox,Sentinels,jett,0,1,1
Valorant Champions 2024,Playoffs,Lower Round 3,Icebox,Sentinels,killjoy,0,1,1
Valorant Champions 2024,Playoffs,Lower Round 3,Icebox,Sentinels,kayo,0,1,1
Valorant Champions 2024,Playoffs,Lower Round 3,Icebox,Sentinels,viper,0,1,1
Valorant Champions 2024,Playoffs,Lower Round 3,Abyss,Team Heretics,sova,1,0,1
Valorant Champions 2024,Playoffs,Lower Round 3,Abyss,Team Heretics,jett,1,0,1
Valorant Champions 2024,Playoffs,Lower Round 3,Abyss,Team Heretics,cypher,1,0,1
Valorant Champions 2024,Playoffs,Lower Round 3,Abyss,Team Heretics,gekko,1,0,1
Valorant Champions 2024,Playoffs,Lower Round 3,Abyss,Team Heretics,astra,1,0,1
Valorant Champions 2024,Playoffs,Lower Round 3,Abyss,Sentinels,sova,0,1,1
Valorant Champions 2024,Playoffs,Lower Round 3,Abyss,Sentinels,jett,0,1,1
Valorant Champions 2024,Playoffs,Lower Round 3,Abyss,Sentinels,cypher,0,1,1
Valorant Champions 2024,Playoffs,Lower Round 3,Abyss,Sentinels,omen,0,1,1
Valorant Champions 2024,Playoffs,Lower Round 3,Abyss,Sentinels,kayo,0,1,1
Valorant Champions 2024,Playoffs,Lower Final,Icebox,LEVIATÁN,sova,0,1,1
Valorant Champions 2024,Playoffs,Lower Final,Icebox,LEVIATÁN,killjoy,0,1,1
Valorant Champions 2024,Playoffs,Lower Final,Icebox,LEVIATÁN,viper,0,1,1
Valorant Champions 2024,Playoffs,Lower Final,Icebox,LEVIATÁN,jett,0,1,1
Valorant Champions 2024,Playoffs,Lower Final,Icebox,LEVIATÁN,harbor,0,1,1
Valorant Champions 2024,Playoffs,Lower Final,Icebox,Team Heretics,sova,1,0,1
Valorant Champions 2024,Playoffs,Lower Final,Icebox,Team Heretics,killjoy,1,0,1
Valorant Champions 2024,Playoffs,Lower Final,Icebox,Team Heretics,viper,1,0,1
Valorant Champions 2024,Playoffs,Lower Final,Icebox,Team Heretics,gekko,1,0,1
Valorant Champions 2024,Playoffs,Lower Final,Icebox,Team Heretics,neon,1,0,1
Valorant Champions 2024,Playoffs,Lower Final,Sunset,LEVIATÁN,sova,0,1,1
Valorant Champions 2024,Playoffs,Lower Final,Sunset,LEVIATÁN,cypher,0,1,1
Valorant Champions 2024,Playoffs,Lower Final,Sunset,LEVIATÁN,omen,0,1,1
Valorant Champions 2024,Playoffs,Lower Final,Sunset,LEVIATÁN,neon,0,1,1
Valorant Champions 2024,Playoffs,Lower Final,Sunset,LEVIATÁN,breach,0,1,1
Valorant Champions 2024,Playoffs,Lower Final,Sunset,Team Heretics,sova,1,0,1
Valorant Champions 2024,Playoffs,Lower Final,Sunset,Team Heretics,cypher,1,0,1
Valorant Champions 2024,Playoffs,Lower Final,Sunset,Team Heretics,omen,1,0,1
Valorant Champions 2024,Playoffs,Lower Final,Sunset,Team Heretics,raze,1,0,1
Valorant Champions 2024,Playoffs,Lower Final,Sunset,Team Heretics,kayo,1,0,1
Valorant Champions 2024,Playoffs,Lower Final,Abyss,LEVIATÁN,sova,1,0,1
Valorant Champions 2024,Playoffs,Lower Final,Abyss,LEVIATÁN,cypher,1,0,1
Valorant Champions 2024,Playoffs,Lower Final,Abyss,LEVIATÁN,omen,1,0,1
Valorant Champions 2024,Playoffs,Lower Final,Abyss,LEVIATÁN,jett,1,0,1
Valorant Champions 2024,Playoffs,Lower Final,Abyss,LEVIATÁN,harbor,1,0,1
Valorant Champions 2024,Playoffs,Lower Final,Abyss,Team Heretics,sova,0,1,1
Valorant Champions 2024,Playoffs,Lower Final,Abyss,Team Heretics,cypher,0,1,1
Valorant Champions 2024,Playoffs,Lower Final,Abyss,Team Heretics,jett,0,1,1
Valorant Champions 2024,Playoffs,Lower Final,Abyss,Team Heretics,gekko,0,1,1
Valorant Champions 2024,Playoffs,Lower Final,Abyss,Team Heretics,astra,0,1,1
Valorant Champions 2024,Playoffs,Lower Final,Lotus,LEVIATÁN,cypher,0,1,1
Valorant Champions 2024,Playoffs,Lower Final,Lotus,LEVIATÁN,omen,0,1,1
Valorant Champions 2024,Playoffs,Lower Final,Lotus,LEVIATÁN,raze,0,1,1
Valorant Champions 2024,Playoffs,Lower Final,Lotus,LEVIATÁN,fade,0,1,1
Valorant Champions 2024,Playoffs,Lower Final,Lotus,LEVIATÁN,breach,0,1,1
Valorant Champions 2024,Playoffs,Lower Final,Lotus,Team Heretics,omen,1,0,1
Valorant Champions 2024,Playoffs,Lower Final,Lotus,Team Heretics,killjoy,1,0,1
Valorant Champions 2024,Playoffs,Lower Final,Lotus,Team Heretics,viper,1,0,1
Valorant Champions 2024,Playoffs,Lower Final,Lotus,Team Heretics,raze,1,0,1
Valorant Champions 2024,Playoffs,Lower Final,Lotus,Team Heretics,fade,1,0,1
Valorant Champions 2024,Group Stage,Opening (A),Bind,DRX,viper,1,0,1
Valorant Champions 2024,Group Stage,Opening (A),Bind,DRX,fade,1,0,1
Valorant Champions 2024,Group Stage,Opening (A),Bind,DRX,raze,1,0,1
Valorant Champions 2024,Group Stage,Opening (A),Bind,DRX,brimstone,1,0,1
Valorant Champions 2024,Group Stage,Opening (A),Bind,DRX,gekko,1,0,1
Valorant Champions 2024,Group Stage,Opening (A),Bind,KRÜ Esports,viper,0,1,1
Valorant Champions 2024,Group Stage,Opening (A),Bind,KRÜ Esports,fade,0,1,1
Valorant Champions 2024,Group Stage,Opening (A),Bind,KRÜ Esports,raze,0,1,1
Valorant Champions 2024,Group Stage,Opening (A),Bind,KRÜ Esports,brimstone,0,1,1
Valorant Champions 2024,Group Stage,Opening (A),Bind,KRÜ Esports,gekko,0,1,1
Valorant Champions 2024,Group Stage,Opening (A),Bind,FNATIC,viper,1,0,1
Valorant Champions 2024,Group Stage,Opening (A),Bind,FNATIC,fade,1,0,1
Valorant Champions 2024,Group Stage,Opening (A),Bind,FNATIC,raze,1,0,1
Valorant Champions 2024,Group Stage,Opening (A),Bind,FNATIC,gekko,1,0,1
Valorant Champions 2024,Group Stage,Opening (A),Bind,FNATIC,astra,1,0,1
Valorant Champions 2024,Group Stage,Opening (A),Bind,Bilibili Gaming,cypher,0,1,1
Valorant Champions 2024,Group Stage,Opening (A),Bind,Bilibili Gaming,viper,0,1,1
Valorant Champions 2024,Group Stage,Opening (A),Bind,Bilibili Gaming,raze,0,1,1
Valorant Champions 2024,Group Stage,Opening (A),Bind,Bilibili Gaming,brimstone,0,1,1
Valorant Champions 2024,Group Stage,Opening (A),Bind,Bilibili Gaming,skye,0,1,1
Valorant Champions 2024,Group Stage,Opening (A),Lotus,FNATIC,omen,1,0,1
Valorant Champions 2024,Group Stage,Opening (A),Lotus,FNATIC,viper,1,0,1
Valorant Champions 2024,Group Stage,Opening (A),Lotus,FNATIC,fade,1,0,1
Valorant Champions 2024,Group Stage,Opening (A),Lotus,FNATIC,raze,1,0,1
Valorant Champions 2024,Group Stage,Opening (A),Lotus,FNATIC,killjoy,1,0,1
Valorant Champions 2024,Group Stage,Opening (A),Lotus,Bilibili Gaming,omen,0,1,1
Valorant Champions 2024,Group Stage,Opening (A),Lotus,Bilibili Gaming,cypher,0,1,1
Valorant Champions 2024,Group Stage,Opening (A),Lotus,Bilibili Gaming,fade,0,1,1
Valorant Champions 2024,Group Stage,Opening (A),Lotus,Bilibili Gaming,breach,0,1,1
Valorant Champions 2024,Group Stage,Opening (A),Lotus,Bilibili Gaming,neon,0,1,1
Valorant Champions 2024,Group Stage,Opening (A),Haven,DRX,omen,0,1,1
Valorant Champions 2024,Group Stage,Opening (A),Haven,DRX,cypher,0,1,1
Valorant Champions 2024,Group Stage,Opening (A),Haven,DRX,sova,0,1,1
Valorant Champions 2024,Group Stage,Opening (A),Haven,DRX,breach,0,1,1
Valorant Champions 2024,Group Stage,Opening (A),Haven,DRX,jett,0,1,1
Valorant Champions 2024,Group Stage,Opening (A),Haven,KRÜ Esports,omen,1,0,1
Valorant Champions 2024,Group Stage,Opening (A),Haven,KRÜ Esports,cypher,1,0,1
Valorant Champions 2024,Group Stage,Opening (A),Haven,KRÜ Esports,sova,1,0,1
Valorant Champions 2024,Group Stage,Opening (A),Haven,KRÜ Esports,breach,1,0,1
Valorant Champions 2024,Group Stage,Opening (A),Haven,KRÜ Esports,neon,1,0,1
Valorant Champions 2024,Group Stage,Opening (A),Abyss,DRX,omen,1,0,1
Valorant Champions 2024,Group Stage,Opening (A),Abyss,DRX,cypher,1,0,1
Valorant Champions 2024,Group Stage,Opening (A),Abyss,DRX,sova,1,0,1
Valorant Champions 2024,Group Stage,Opening (A),Abyss,DRX,kayo,1,0,1
Valorant Champions 2024,Group Stage,Opening (A),Abyss,DRX,jett,1,0,1
Valorant Champions 2024,Group Stage,Opening (A),Abyss,KRÜ Esports,omen,0,1,1
Valorant Champions 2024,Group Stage,Opening (A),Abyss,KRÜ Esports,cypher,0,1,1
Valorant Champions 2024,Group Stage,Opening (A),Abyss,KRÜ Esports,sova,0,1,1
Valorant Champions 2024,Group Stage,Opening (A),Abyss,KRÜ Esports,kayo,0,1,1
Valorant Champions 2024,Group Stage,Opening (A),Abyss,KRÜ Esports,harbor,0,1,1
Valorant Champions 2024,Group Stage,Winner's (A),Abyss,FNATIC,viper,0,1,1
Valorant Champions 2024,Group Stage,Winner's (A),Abyss,FNATIC,sova,0,1,1
Valorant Champions 2024,Group Stage,Winner's (A),Abyss,FNATIC,killjoy,0,1,1
Valorant Champions 2024,Group Stage,Winner's (A),Abyss,FNATIC,astra,0,1,1
Valorant Champions 2024,Group Stage,Winner's (A),Abyss,FNATIC,yoru,0,1,1
Valorant Champions 2024,Group Stage,Winner's (A),Abyss,DRX,omen,1,0,1
Valorant Champions 2024,Group Stage,Winner's (A),Abyss,DRX,sova,1,0,1
Valorant Champions 2024,Group Stage,Winner's (A),Abyss,DRX,jett,1,0,1
Valorant Champions 2024,Group Stage,Winner's (A),Abyss,DRX,kayo,1,0,1
Valorant Champions 2024,Group Stage,Winner's (A),Abyss,DRX,cypher,1,0,1
Valorant Champions 2024,Group Stage,Winner's (A),Lotus,FNATIC,viper,0,1,1
Valorant Champions 2024,Group Stage,Winner's (A),Lotus,FNATIC,omen,0,1,1
Valorant Champions 2024,Group Stage,Winner's (A),Lotus,FNATIC,raze,0,1,1
Valorant Champions 2024,Group Stage,Winner's (A),Lotus,FNATIC,killjoy,0,1,1
Valorant Champions 2024,Group Stage,Winner's (A),Lotus,FNATIC,fade,0,1,1
Valorant Champions 2024,Group Stage,Winner's (A),Lotus,DRX,viper,1,0,1
Valorant Champions 2024,Group Stage,Winner's (A),Lotus,DRX,omen,1,0,1
Valorant Champions 2024,Group Stage,Winner's (A),Lotus,DRX,raze,1,0,1
Valorant Champions 2024,Group Stage,Winner's (A),Lotus,DRX,fade,1,0,1
Valorant Champions 2024,Group Stage,Winner's (A),Lotus,DRX,chamber,1,0,1
Valorant Champions 2024,Group Stage,Elimination (A),Lotus,Bilibili Gaming,viper,0,1,1
Valorant Champions 2024,Group Stage,Elimination (A),Lotus,Bilibili Gaming,omen,0,1,1
Valorant Champions 2024,Group Stage,Elimination (A),Lotus,Bilibili Gaming,fade,0,1,1
Valorant Champions 2024,Group Stage,Elimination (A),Lotus,Bilibili Gaming,breach,0,1,1
Valorant Champions 2024,Group Stage,Elimination (A),Lotus,Bilibili Gaming,neon,0,1,1
Valorant Champions 2024,Group Stage,Elimination (A),Lotus,KRÜ Esports,viper,1,0,1
Valorant Champions 2024,Group Stage,Elimination (A),Lotus,KRÜ Esports,killjoy,1,0,1
Valorant Champions 2024,Group Stage,Elimination (A),Lotus,KRÜ Esports,omen,1,0,1
Valorant Champions 2024,Group Stage,Elimination (A),Lotus,KRÜ Esports,fade,1,0,1
Valorant Champions 2024,Group Stage,Elimination (A),Lotus,KRÜ Esports,raze,1,0,1
Valorant Champions 2024,Group Stage,Elimination (A),Icebox,Bilibili Gaming,viper,0,1,1
Valorant Champions 2024,Group Stage,Elimination (A),Icebox,Bilibili Gaming,killjoy,0,1,1
Valorant Champions 2024,Group Stage,Elimination (A),Icebox,Bilibili Gaming,jett,0,1,1
Valorant Champions 2024,Group Stage,Elimination (A),Icebox,Bilibili Gaming,kayo,0,1,1
Valorant Champions 2024,Group Stage,Elimination (A),Icebox,Bilibili Gaming,sage,0,1,1
Valorant Champions 2024,Group Stage,Elimination (A),Icebox,KRÜ Esports,viper,1,0,1
Valorant Champions 2024,Group Stage,Elimination (A),Icebox,KRÜ Esports,killjoy,1,0,1
Valorant Champions 2024,Group Stage,Elimination (A),Icebox,KRÜ Esports,jett,1,0,1
Valorant Champions 2024,Group Stage,Elimination (A),Icebox,KRÜ Esports,sova,1,0,1
Valorant Champions 2024,Group Stage,Elimination (A),Icebox,KRÜ Esports,gekko,1,0,1
Valorant Champions 2024,Group Stage,Decider (A),Sunset,FNATIC,sova,0,1,1
Valorant Champions 2024,Group Stage,Decider (A),Sunset,FNATIC,cypher,0,1,1
Valorant Champions 2024,Group Stage,Decider (A),Sunset,FNATIC,breach,0,1,1
Valorant Champions 2024,Group Stage,Decider (A),Sunset,FNATIC,raze,0,1,1
Valorant Champions 2024,Group Stage,Decider (A),Sunset,FNATIC,astra,0,1,1
Valorant Champions 2024,Group Stage,Decider (A),Sunset,KRÜ Esports,omen,1,0,1
Valorant Champions 2024,Group Stage,Decider (A),Sunset,KRÜ Esports,sova,1,0,1
Valorant Champions 2024,Group Stage,Decider (A),Sunset,KRÜ Esports,cypher,1,0,1
Valorant Champions 2024,Group Stage,Decider (A),Sunset,KRÜ Esports,breach,1,0,1
Valorant Champions 2024,Group Stage,Decider (A),Sunset,KRÜ Esports,neon,1,0,1
Valorant Champions 2024,Group Stage,Decider (A),Haven,FNATIC,omen,1,0,1
Valorant Champions 2024,Group Stage,Decider (A),Haven,FNATIC,sova,1,0,1
Valorant Champions 2024,Group Stage,Decider (A),Haven,FNATIC,cypher,1,0,1
Valorant Champions 2024,Group Stage,Decider (A),Haven,FNATIC,yoru,1,0,1
Valorant Champions 2024,Group Stage,Decider (A),Haven,FNATIC,iso,1,0,1
Valorant Champions 2024,Group Stage,Decider (A),Haven,KRÜ Esports,omen,0,1,1
Valorant Champions 2024,Group Stage,Decider (A),Haven,KRÜ Esports,sova,0,1,1
Valorant Champions 2024,Group Stage,Decider (A),Haven,KRÜ Esports,cypher,0,1,1
Valorant Champions 2024,Group Stage,Decider (A),Haven,KRÜ Esports,breach,0,1,1
Valorant Champions 2024,Group Stage,Decider (A),Haven,KRÜ Esports,neon,0,1,1
Valorant Champions 2024,Group Stage,Decider (A),Lotus,FNATIC,omen,1,0,1
Valorant Champions 2024,Group Stage,Decider (A),Lotus,FNATIC,raze,1,0,1
Valorant Champions 2024,Group Stage,Decider (A),Lotus,FNATIC,viper,1,0,1
Valorant Champions 2024,Group Stage,Decider (A),Lotus,FNATIC,fade,1,0,1
Valorant Champions 2024,Group Stage,Decider (A),Lotus,FNATIC,killjoy,1,0,1
Valorant Champions 2024,Group Stage,Decider (A),Lotus,KRÜ Esports,omen,0,1,1
Valorant Champions 2024,Group Stage,Decider (A),Lotus,KRÜ Esports,raze,0,1,1
Valorant Champions 2024,Group Stage,Decider (A),Lotus,KRÜ Esports,viper,0,1,1
Valorant Champions 2024,Group Stage,Decider (A),Lotus,KRÜ Esports,fade,0,1,1
Valorant Champions 2024,Group Stage,Decider (A),Lotus,KRÜ Esports,killjoy,0,1,1
Valorant Champions 2024,Group Stage,Opening (B),Haven,Gen.G,omen,1,0,1
Valorant Champions 2024,Group Stage,Opening (B),Haven,Gen.G,viper,1,0,1
Valorant Champions 2024,Group Stage,Opening (B),Haven,Gen.G,jett,1,0,1
Valorant Champions 2024,Group Stage,Opening (B),Haven,Gen.G,killjoy,1,0,1
Valorant Champions 2024,Group Stage,Opening (B),Haven,Gen.G,skye,1,0,1
Valorant Champions 2024,Group Stage,Opening (B),Haven,Sentinels,omen,0,1,1
Valorant Champions 2024,Group Stage,Opening (B),Haven,Sentinels,jett,0,1,1
Valorant Champions 2024,Group Stage,Opening (B),Haven,Sentinels,sova,0,1,1
Valorant Champions 2024,Group Stage,Opening (B),Haven,Sentinels,cypher,0,1,1
Valorant Champions 2024,Group Stage,Opening (B),Haven,Sentinels,breach,0,1,1
Valorant Champions 2024,Group Stage,Opening (B),Ascent,Gen.G,omen,1,0,1
Valorant Champions 2024,Group Stage,Opening (B),Ascent,Gen.G,jett,1,0,1
Valorant Champions 2024,Group Stage,Opening (B),Ascent,Gen.G,sova,1,0,1
Valorant Champions 2024,Group Stage,Opening (B),Ascent,Gen.G,killjoy,1,0,1
Valorant Champions 2024,Group Stage,Opening (B),Ascent,Gen.G,kayo,1,0,1
Valorant Champions 2024,Group Stage,Opening (B),Ascent,Sentinels,omen,0,1,1
Valorant Champions 2024,Group Stage,Opening (B),Ascent,Sentinels,jett,0,1,1
Valorant Champions 2024,Group Stage,Opening (B),Ascent,Sentinels,sova,0,1,1
Valorant Champions 2024,Group Stage,Opening (B),Ascent,Sentinels,cypher,0,1,1
Valorant Champions 2024,Group Stage,Opening (B),Ascent,Sentinels,deadlock,0,1,1
Valorant Champions 2024,Group Stage,Opening (B),Abyss,FunPlus Phoenix,omen,0,1,1
Valorant Champions 2024,Group Stage,Opening (B),Abyss,FunPlus Phoenix,viper,0,1,1
Valorant Champions 2024,Group Stage,Opening (B),Abyss,FunPlus Phoenix,cypher,0,1,1
Valorant Champions 2024,Group Stage,Opening (B),Abyss,FunPlus Phoenix,fade,0,1,1
Valorant Champions 2024,Group Stage,Opening (B),Abyss,FunPlus Phoenix,yoru,0,1,1
Valorant Champions 2024,Group Stage,Opening (B),Abyss,Team Heretics,jett,1,0,1
Valorant Champions 2024,Group Stage,Opening (B),Abyss,Team Heretics,sova,1,0,1
Valorant Champions 2024,Group Stage,Opening (B),Abyss,Team Heretics,cypher,1,0,1
Valorant Champions 2024,Group Stage,Opening (B),Abyss,Team Heretics,gekko,1,0,1
Valorant Champions 2024,Group Stage,Opening (B),Abyss,Team Heretics,astra,1,0,1
Valorant Champions 2024,Group Stage,Opening (B),Bind,FunPlus Phoenix,omen,1,0,1
Valorant Champions 2024,Group Stage,Opening (B),Bind,FunPlus Phoenix,viper,1,0,1
Valorant Champions 2024,Group Stage,Opening (B),Bind,FunPlus Phoenix,fade,1,0,1
Valorant Champions 2024,Group Stage,Opening (B),Bind,FunPlus Phoenix,yoru,1,0,1
Valorant Champions 2024,Group Stage,Opening (B),Bind,FunPlus Phoenix,chamber,1,0,1
Valorant Champions 2024,Group Stage,Opening (B),Bind,Team Heretics,viper,0,1,1
Valorant Champions 2024,Group Stage,Opening (B),Bind,Team Heretics,fade,0,1,1
Valorant Champions 2024,Group Stage,Opening (B),Bind,Team Heretics,raze,0,1,1
Valorant Champions 2024,Group Stage,Opening (B),Bind,Team Heretics,gekko,0,1,1
Valorant Champions 2024,Group Stage,Opening (B),Bind,Team Heretics,brimstone,0,1,1
Valorant Champions 2024,Group Stage,Opening (B),Lotus,FunPlus Phoenix,omen,0,1,1
Valorant Champions 2024,Group Stage,Opening (B),Lotus,FunPlus Phoenix,viper,0,1,1
Valorant Champions 2024,Group Stage,Opening (B),Lotus,FunPlus Phoenix,raze,0,1,1
Valorant Champions 2024,Group Stage,Opening (B),Lotus,FunPlus Phoenix,gekko,0,1,1
Valorant Champions 2024,Group Stage,Opening (B),Lotus,FunPlus Phoenix,astra,0,1,1
Valorant Champions 2024,Group Stage,Opening (B),Lotus,Team Heretics,omen,1,0,1
Valorant Champions 2024,Group Stage,Opening (B),Lotus,Team Heretics,viper,1,0,1
Valorant Champions 2024,Group Stage,Opening (B),Lotus,Team Heretics,fade,1,0,1
Valorant Champions 2024,Group Stage,Opening (B),Lotus,Team Heretics,raze,1,0,1
Valorant Champions 2024,Group Stage,Opening (B),Lotus,Team Heretics,killjoy,1,0,1
Valorant Champions 2024,Group Stage,Winner's (B),Abyss,Gen.G,viper,1,0,1
Valorant Champions 2024,Group Stage,Winner's (B),Abyss,Gen.G,astra,1,0,1
Valorant Champions 2024,Group Stage,Winner's (B),Abyss,Gen.G,jett,1,0,1
Valorant Champions 2024,Group Stage,Winner's (B),Abyss,Gen.G,sova,1,0,1
Valorant Champions 2024,Group Stage,Winner's (B),Abyss,Gen.G,yoru,1,0,1
Valorant Champions 2024,Group Stage,Winner's (B),Abyss,Team Heretics,astra,0,1,1
Valorant Champions 2024,Group Stage,Winner's (B),Abyss,Team Heretics,jett,0,1,1
Valorant Champions 2024,Group Stage,Winner's (B),Abyss,Team Heretics,sova,0,1,1
Valorant Champions 2024,Group Stage,Winner's (B),Abyss,Team Heretics,gekko,0,1,1
Valorant Champions 2024,Group Stage,Winner's (B),Abyss,Team Heretics,cypher,0,1,1
Valorant Champions 2024,Group Stage,Winner's (B),Lotus,Gen.G,viper,0,1,1
Valorant Champions 2024,Group Stage,Winner's (B),Lotus,Gen.G,raze,0,1,1
Valorant Champions 2024,Group Stage,Winner's (B),Lotus,Gen.G,omen,0,1,1
Valorant Champions 2024,Group Stage,Winner's (B),Lotus,Gen.G,killjoy,0,1,1
Valorant Champions 2024,Group Stage,Winner's (B),Lotus,Gen.G,fade,0,1,1
Valorant Champions 2024,Group Stage,Winner's (B),Lotus,Team Heretics,viper,1,0,1
Valorant Champions 2024,Group Stage,Winner's (B),Lotus,Team Heretics,raze,1,0,1
Valorant Champions 2024,Group Stage,Winner's (B),Lotus,Team Heretics,omen,1,0,1
Valorant Champions 2024,Group Stage,Winner's (B),Lotus,Team Heretics,killjoy,1,0,1
Valorant Champions 2024,Group Stage,Winner's (B),Lotus,Team Heretics,fade,1,0,1
Valorant Champions 2024,Group Stage,Winner's (B),Bind,Gen.G,viper,0,1,1
Valorant Champions 2024,Group Stage,Winner's (B),Bind,Gen.G,raze,0,1,1
Valorant Champions 2024,Group Stage,Winner's (B),Bind,Gen.G,skye,0,1,1
Valorant Champions 2024,Group Stage,Winner's (B),Bind,Gen.G,cypher,0,1,1
Valorant Champions 2024,Group Stage,Winner's (B),Bind,Gen.G,brimstone,0,1,1
Valorant Champions 2024,Group Stage,Winner's (B),Bind,Team Heretics,viper,1,0,1
Valorant Champions 2024,Group Stage,Winner's (B),Bind,Team Heretics,astra,1,0,1
Valorant Champions 2024,Group Stage,Winner's (B),Bind,Team Heretics,skye,1,0,1
Valorant Champions 2024,Group Stage,Winner's (B),Bind,Team Heretics,yoru,1,0,1
Valorant Champions 2024,Group Stage,Winner's (B),Bind,Team Heretics,gekko,1,0,1
Valorant Champions 2024,Group Stage,Elimination (B),Bind,Sentinels,viper,1,0,1
Valorant Champions 2024,Group Stage,Elimination (B),Bind,Sentinels,fade,1,0,1
Valorant Champions 2024,Group Stage,Elimination (B),Bind,Sentinels,gekko,1,0,1
